pl_orbper,pl_rade,pl_eqt,st_teff,st_rad,st_logg,pl_insol
6.3667329,2.19947,920.0,5413.7,0.85,4.55,118.939
2.0034063,30.4003,3091.0,6514.0,2.27,4.03,15162.9
3.3906311,8.3102,1624.0,7373.8,3.54,3.56,1156.25
8.1309123,1.51687,966.0,5639.0,0.97,4.46,144.968
8.2125318,2.68623,950.0,5936.0,1.0,4.47,135.613
2.1142179,17.3594,2327.0,10207.0,5.54,,4869.36
15.3058859,13.4962,807.0,6803.6,1.75,4.12,70.5288
8.2065998,4.6173,2135.0,6061.0,1.38,4.21,3451.52
1.8330979,1.87367,2049.0,6335.0,1.65,4.1,2928.12
3.645356,12.1687,1567.0,5421.0,1.7,3.95,1002.22
6.6245939,8.74267,962.0,5874.0,1.29,4.24,142.438
3.662222,13.3765,1588.0,5826.0,2.08,3.82,1055.67
2.4589458,12.6341,728.0,3810.0,0.62,4.63,46.8448
1.7555108,10.7893,916.0,4249.0,0.78,4.48,117.332
28.8005547,12.6164,566.0,6051.0,1.44,4.18,17.1246
2.5950747,5.9382555,2204.616037,6852.0,2.24201,3.91,5582.8100399
3.3528597,3.27543,836.0,3896.8,0.71,4.51,81.3622
6.2808216,10.0476,1029.0,5602.0,1.15,4.31,186.513
16.8498547,15.5178,937.0,7823.0,2.14,4.05,128.166
4.9570983,15.9349,2417.0,8120.6,2.62,3.9,5671.62
3.1777383,19.2706,1993.0,7233.0,2.06,4.02,2620.94
4.4532909,13.8211,1736.0,5613.0,2.97,3.49,1510.03
3.0057526,17.9698,2049.0,7581.0,1.74,4.2,2928.62
4.244335,7.13409,585.0,3518.0,0.5,4.74,19.463
5.8310296,7.23053,501.0,5617.5,0.95,4.48,10.4888
3.2964006,16.9987,1597.0,5883.0,2.09,3.83,1080.06
1.5521101,208.489,2376.0,4997.1,12.23,2.36,5297.55
3.6360128,18.9197,1641.0,6358.0,1.49,4.19,1204.47
3.3047459,4.70927,1851.0,6636.0,1.3,4.35,1949.35
19.3111424,9.91342,653.0,5850.0,0.92,4.54,30.3232
729.9391752,15.2287,456.0,5136.9,0.77,4.61,7.21802
2.7543175,2.11364,686.0,3573.0,0.54,4.7,36.9545
3.4732477,13.0505,1540.0,7081.0,1.63,4.21,935.315
4.7192734,7.15211,985.0,6521.0,1.6,4.22041,156.343
10.9600975,9.91407,1067.0,5586.7,2.04,3.82,215.895
4.9156665,5.59825,1044.0,5656.0,1.2,4.28,197.609
19.6500878,14.4539,788.0,8968.0,2.85,3.88,64.2887
7.447404,13.1669,894.0,7936.0,1.7,4.26,106.276
3.6850751,10.2036,1066.0,5860.0,1.57,4.07,214.472
13.4364908,9.8672,1428.0,6229.0,1.31,4.28,690.534
5.0953453,12.0431,1571.0,6269.0,2.34,3.79,1011.51
17.0116833,8.55494,616.0,5668.0,0.91,4.53,23.9943
1.7988855,13.2509,734.0,3458.0,0.62,4.63,48.1876
3.0589547,17.6594,1855.0,6821.0,1.78,4.11,1967.9
4.7192771,9.68968,1327.0,5990.0,1.42,4.00966,515.984
7.0911739,14.5208,1741.0,5924.0,1.37,4.2,1526.19
5.7881587,11.6578,1629.0,5668.0,3.74,,1170.98
15.7784931,18.2872401,1096.9941906,7447.0,1.6898,3.79,342.2459459
11.3498282,12.2742,936.0,6009.0,1.18,4.34,127.543
1.1602698,18.336,648.0,3692.0,0.7,4.57,29.2942
12.6357243,13.1329,809.0,5951.0,1.41,4.17,71.1152
2.3557153,1.98374,1150.0,4851.0,0.72,4.62,290.953
0.7941828,8.86489,2149.0,6397.0,1.55,4.16,3545.12
17.9217736,16.7867,590.0,5144.1,0.76,4.46,20.1338
10.9267866,13.7902,1110.0,5792.8,1.46,4.3,252.912
3.1998039,6.9761,1037.0,5430.0,1.15,4.3,192.578
10.1956949,7.45333,603.0,5791.0,1.21,4.29,22.0861
8.5467163,6.73372,966.0,5557.6,1.58,4.03,144.761
6.8392388,3.74186,1090.0,5085.0,1.08,3.92,234.46
2.014214,2.55092,1261.0,5039.0,0.82,4.54,419.804
3.535713,4.58576,1036.0,5222.0,0.86,4.52,191.782
2.7492112,10.486,747.0,3794.0,0.6,4.65,51.9039
2.8411187,5.54834,1190.0,5517.0,1.19,4.27,333.622
5.407469,12.0272,963.0,5417.0,1.03,4.39,143.073
16.4547455,4.11474,776.0,5826.0,0.98,4.47,60.353
6.4375108,2.10567,879.0,5203.0,0.74,4.65,99.2729
87.2129046,2.89746,299.0,6236.0,1.22,4.35,1.3372
10.66839,2.81276,872.0,6718.0,1.37,4.32,96.346
1.6290926,3.94559,1857.8209989,5658.0,1.5037,4.08591,2815.3764354
2.1456324,11.0288578,3322.8508101,9389.0,2.80165,3.92,28811.4006979
9.5128916,2.7531721,672.3725733,4998.0,0.767312,4.58615,48.3015382
5.3664457,10.9418064,1013.0874521,5358.0,1.07573,4.34315,248.9480604
3.691559,14.7244708,1213.2274319,5720.0,1.0878299,4.37355,512.0234924
3.2687063,15.0466879,1487.0514371,6007.22,1.40537,4.18781,1155.6463869
12.1324506,1.5690907,803.406097,5865.0,1.0159301,4.44965,98.4603771
832.9236254,1.7373781,203.5682958,4193.0,0.725064,4.53686,0.4058463
720.5742399,5.3917254,259.5261864,6665.4,1.37318,4.31,1.0721258
2.2111104,2.9944585,796.3320731,3761.0,0.656735,4.60411,95.0381191
9.6703611,2.23934,677.0,5212.0,0.86,4.51487,35.0646
25.0882806,3.89809,949.0,5212.0,0.86,4.51487,135.17
104.2892798,7.5126605,496.9023128,6501.0,1.43159,4.25028,14.4080456
1.1908287,14.221,,7471.9,2.14,4.09,52597.1
2.9086778,12.2888,1340.0,5401.0,1.18,4.27,536.747
4.2807899,11.9706,1511.0,6274.0,1.65,4.09,865.407
4.071096,13.9361,1288.0,6008.0,1.68,4.03,456.955
0.2792211,1.05678,1143.0,3358.0,0.3,4.93,284.211
3.7307609,6.78569,851.0,5273.1,0.52,4.96,87.4596
2.3556749,16.7502,1971.0,6708.0,1.75,4.1,2508.24
10.4612769,9.72119,716.0,5208.2,0.88,4.5,43.6657
16.672227,11.748,715.0,7025.0,1.68,4.18,43.5589
15.2334037,13.7686,521.0,5675.0,1.48,4.1,12.2874
4.503645,11.197034,623.8430401,3267.0,1.0,4.438,35.7949977
6.8498533,10.4676,392.0,3522.0,0.48,4.76,3.94674
5.4454541,7.92255,1148.0,5684.0,1.05,4.4,289.299
1.6630135,16.7474,2294.0,6690.3,2.04,3.97,4598.31
2.7205913,3.02214,1416.0,5784.6,0.96,4.49,668.663
3.8363055,18.8534,2762.0,5982.0,2.6,3.65,9673.97
4.7924038,11.263,1785.0,6176.0,2.75,3.63,1688.16
39.810528,12.8908,713.0,8796.0,2.34,4.04,43.1032
6.8793455,9.84834,468.0,3993.0,0.69,4.58,7.99212
1.4491171,10.794,736.0,3581.0,0.6,4.65,48.8379
9.5098954,16.5009,743.0,5478.0,1.14,4.31,50.8044
8.4325164,9.45527,630.0,5300.0,0.98,4.41,26.3135
2.67581,15.7041,1437.0,6171.0,1.66,4.07,709.373
7.5138657,3.23033,711.0,5139.0,0.89,4.48,42.4479
26.1622122,10.1227,721.0,6139.0,1.14,4.39,44.9857
0.9097915,6.92737,1599.0,5822.0,1.09,4.39,1085.74
10.8089555,11.7906,871.0,6876.0,1.49,4.27,95.8499
2.2059167,1.0369208,449.4361398,3087.0,0.202097,5.07767,9.6425737
9.2897006,11.4812614,1085.2558727,6055.0,1.41549,4.22795,327.8306693
3.8030207,4.18884,1075.0,5035.0,1.01,4.35,221.979
32.5444769,11.9952,167.0,3230.0,0.38,4.84,0.130568
1.5840089,5.90757,1156.0,5188.0,1.72,3.91,296.761
5.015806,14.6529,1955.0,7155.0,2.37,3.89,2429.4
3.917482,13.4773,1324.0,6466.0,1.54,4.18,511.088
12.2981251,9.70951,871.0,5614.0,0.87,4.55,95.5652
2.5354002,15.299,1336.0,5526.0,1.34,4.17,529.415
11.1860909,10.3662,1208.0,6520.0,1.69,4.11,353.841
7.3144752,13.336,571.0,5137.0,0.99,4.39,17.6496
5.3920955,18.2452387,1226.2663506,5752.18,1.41933,4.14674,534.3923671
5.4977872,14.0381026,1424.9131835,6281.0,1.72746,4.05316,974.2594349
3.8068712,8.6543461,687.8151709,3913.0,0.647921,4.6113,52.8941941
4.7443604,7.57257,633.0,5420.1,0.75,4.5,26.7153
3.334884,10.5691,1241.0,5771.0,0.93,4.51,394.819
1.3939452,8.87293,1545.0,6140.0,1.09,4.42,947.874
7.5954765,13.1172,508.0,3768.0,0.57,4.68,11.0748
1825.048364,12.7111,103.0,6290.0,2.09,3.89,0.0187275
11.6332127,10.264,935.0,5287.7,1.73,3.88,126.951
6.0803777,3.36588,716.0,4275.7,0.89,4.37,43.6784
12.0101118,2.28751,513.0,4073.0,0.67,4.59,11.5571
16.7382238,9.09208,511.0,4551.0,0.7,4.6,11.3359
10.636983,8.16912,1161.0,6297.0,1.65,4.1,301.85
2.7663479,6.35856,1258.0,6413.0,1.19,4.4,416.97
26.3333899,9.07333,427.0,5309.0,0.93,4.46,5.51975
0.6541517,15.3922,989.0,3657.0,0.69,4.58,159.123
10.0512067,5.57868,353.0,3428.0,0.38,4.84,2.59874
3.3024845,1.73871,631.0,3634.0,0.49,4.75,26.3567
8.0555716,3.3778836,919.3282171,5680.0,1.06221,4.38997,168.8120184
7.8864218,12.4048291,1109.4957891,5597.0,1.56051,4.04717,358.1159257
3.5941651,1.31196,1048.0,5694.0,1.39,4.95801,200.507
,6.0762071,241.1728841,5576.31,0.940603,4.48425,0.7995303
4.3724063,10.7278887,1806.1549461,8096.0,1.67777,4.28307,2515.0175544
,1.4099651,148.7311702,5106.0,0.750716,4.62161,0.1156456
1.3888584,0.9650619,604.3465776,3300.0,0.256456,4.97775,31.5257386
,5.0218625,529.1847026,5819.72,1.0546401,4.41305,18.5331878
9.2866733,2.6996251,793.897973,5511.0,0.911823,4.50367,93.8814469
3.2135636,4.1549554,1550.1353571,5772.0,1.59521,4.04527,1364.5815362
4.9699991,21.4073,908.0,5759.0,1.19,4.3,112.974
4.7082414,15.2797869,1113.8339818,5490.0,1.14715,4.3011,363.7498778
5.1855507,2.4406793,605.8924433,3921.0,0.603804,4.648,31.8495386
,5.1306856,231.1714878,3476.0,0.408956,4.81846,0.674929
1.2710408,7.85938,2380.0,6004.0,1.5,4.13,5327.83
3.0519843,12.1856,2839.0,6251.1,2.33,3.79,10790.5
2.5938771,4.93408,1642.0,6110.0,1.55,4.12,1208.93
0.49359,1.733849,2352.530056,5872.0,1.02918,4.43995,7238.7191072
8.2686298,15.9425,1212.0,6275.0,2.38,3.77,359.275
2.7182588,20.77,1248.0,6433.0,1.59,4.15,402.801
9.3568116,13.6687,481.0,5866.0,0.61,4.89,8.92217
14.5877856,10.1617,840.0,6544.0,1.66,4.13,82.7417
3.5297965,15.5125,1393.0,5846.0,1.48,4.12,625.677
6.2378654,4.55893,974.0,5301.0,0.99,4.41,149.586
6.3111727,14.8439,941.0,5531.0,1.14,4.31,130.71
3.9332583,14.1242,1779.0,6699.9,1.89,4.04,1666.08
3.6894234,16.5011,1103.0,5776.0,1.63,4.03,246.061
2.7934699,5.70537,1456.0,5635.0,1.21,4.27,746.786
0.493379,1.503946,2338.3980084,5914.0,1.00635,4.46485,7066.3432823
2.4766677,11.4749,1578.0,6197.6,1.14,4.4,1029.38
6.7510278,13.8093,973.0,5024.0,1.67,,149.336
7.4562671,6.40887,760.0,5822.0,0.95,4.51,55.5163
2.5048108,12.5335,1789.0,6080.0,1.62,4.07,1701.78
18.7541398,11.641,773.0,6681.2,1.37,4.31,59.4985
1.0617107,5.85456,1533.0,5589.0,1.06,4.38,916.847
12.9414603,10.6791,771.0,5832.0,1.01,4.45,58.6863
4.0860495,13.0323437,1569.6962289,6580.0,1.47741,4.0663,1434.7738788
3.1651539,14.2867,1647.0,6396.0,1.57,4.15,1222.01
6.5568726,12.6672,991.0,6139.0,1.36,4.23,160.545
2.3207203,14.0426,950.0,4390.0,1.2,4.12,135.481
2.5001306,17.7461,1361.0,6158.0,1.42,4.2,570.926
25.0709977,11.9941,532.0,5624.0,0.94,4.49,13.367
3.5911377,11.6235,1027.0,6094.0,0.99,4.5,184.928
1.1235117,12.5587,796.0,3505.0,0.58,4.67,66.6916
4.315664,8.30372,2032.0,6707.0,1.56,4.2,2834.56
35.7890963,9.2051754,796.2998086,6218.9,1.90288,3.96,95.0227177
1.6930171,16.2172,1882.0,6010.0,1.64,4.05,2086.88
1.0014437,4.71785,3627.0,6380.0,1.18,4.438,28733.4
3.8647617,13.7097,1660.0,6119.0,1.83,3.98,1263.12
4.2807848,2.8386,778.0,4354.0,0.69,4.59,60.9199
37.8575614,7.35774,664.0,5980.0,1.17,4.34,32.4592
3.1791661,12.9563,1636.0,6452.0,1.16,4.43,1190.1
10.3031578,11.0446,946.0,6387.0,2.01,3.94,132.955
5.4863844,14.247,1442.0,6498.0,1.61,4.15,719.754
2.5641981,6.33611,,6014.0,1.23,,2863.8
1.5101054,19.2985,2094.0,5964.0,1.74,4.0,3194.9
3.9964264,13.0504,945.0,5771.0,1.14,4.34,132.764
5.547255,19.6103,1456.9324919,6118.1,1.66,4.29,1064.8261726
3.9997367,13.8899,367.0,3827.0,0.64,4.62,3.03288
4.5049415,11.5788,1022.0,5697.0,0.99,4.45,181.815
3.9956793,13.077,746.0,4348.0,0.67,4.62,51.5714
3.7219898,12.8025,1116.0,5806.0,0.98,4.47,257.512
4.449914,14.3475,891.0,4910.0,1.2,4.19,105.034
2.4710528,12.1002,2378.0,6114.0,0.97,4.52,5313.3
0.5498864,4.44804,2590.0,5808.0,1.35,4.2,7481.4
3.415047,11.3277,944.0,5449.0,1.12,4.31,131.926
7.1476512,11.017,848.0,5287.0,0.94,4.45,86.2156
3.3787501,6.36345,698.0,3769.0,0.63,4.63,39.4252
22.6384642,28.0326,1399.0,9511.0,2.42,4.05,636.099
5.2498931,12.9409,900.0,5988.0,1.27,4.27,109.163
14.3033451,17.1437,813.0,5862.0,1.05,4.42,72.8052
5.3194765,15.9815,1663.0,6987.0,2.66,3.77,1271.35
2.8492565,13.9182,938.0,4829.0,0.87,4.46,129.049
2.1613171,1.86733,1187.0,5260.0,0.8,4.59,329.608
1.3154261,2.42354,2871.0,6613.8,1.42,4.28,11290.9
1.1256838,10.2362,,7433.0,1.85,,5124.79
2.7297541,2.11652,1048.0,5599.3,1.08,4.37,200.856
5.2887576,1.80945,785.0,4610.0,0.75,4.55,63.339
3.6649528,16.4945,3009.0,7889.0,1.61,4.53,13611.8
1.2280156,3.2034237,1447.8874391,5223.0,0.852493,4.53,1038.6284238
1.3328252,15.3206915,1689.3374258,5595.4,1.0670201,4.4,1924.8044588
5.3708293,12.0561316,1040.908324,5878.0,0.986176,4.47546,277.4411832
3.2422424,13.8082328,1596.416451,7069.0,1.30309,4.40124,1534.9908103
6.4095555,17.4517774,1844.7784392,6316.0,3.18048,3.53,2737.1453387
3.1122458,14.4173412,1516.5077563,6176.8,1.1207401,4.5,1249.9698719
6.4240944,14.8362261,973.5018496,5618.0,1.04006,4.39959,212.2599833
3.7899018,23.926255,2670.8488477,7810.0,2.64206,4.08,12025.9181554
3.8783341,12.5321785,1330.1277094,5748.0,1.34253,4.19506,739.7659967
8.5386633,4.04578,786.0,5416.1,0.95,4.49,63.3913
5.6952223,3.92346,700.0,5416.1,0.95,4.49,39.9451
3.7799201,16.2502,1419.0,6121.6,1.14,4.38,674.743
5.1941869,10.8037,846.0,6085.6,1.08,4.43,85.2496
5.3802465,13.5242,1342.0,6476.4,1.98,3.97,538.751
2.4398136,11.128,2587.0,8184.6,1.67,4.29,7439.71
0.417921,5.657227,906.2084598,3278.0,0.275,4.97806,159.3798634
1.9765848,8.95604,1419.0,6799.0,1.25,4.41,674.183
5.9419732,12.3895,798.0,5206.0,0.81,4.56,67.643
6.0602101,11.0384,1110.0,6252.0,1.22,4.35,252.333
6.583694,19.1169,1385.0,6600.9,2.45,3.8,611.047
25.8866192,11.2641,544.0,5326.0,0.8,4.6,14.5766
3.0496565,13.7764,1489.0,5568.0,1.5,4.08,817.877
18.893475,,,13896.0,,,2296.08
2.1653281,7.31275,970.0,3510.0,0.54,4.71,146.971
1.6197991,11.4253,661.0,3192.0,0.31,4.92,31.7825
13.2329062,7.5049,1155.0,6461.3,1.67,4.11,295.457
2.8579169,,1284.3663569,5637.0,,4.52053,643.0972992
2.9124991,16.4233,1792.0,6051.0,1.89,3.94,1711.93
1.8597817,13.3278,1119.0,5751.0,1.35,4.19,260.966
6.5587386,2.56709,653.0,4337.0,0.66,4.63,30.3163
1.2864856,14.0003,728.0,3172.0,0.45,4.79,46.706
4.8934688,15.84,1557.0,6332.0,1.56,4.15,975.759
18.184189,9.90639,589.0,5265.0,1.09,4.32,20.0861
4.3664669,9.52505,592.0,3598.0,0.59,4.66,20.3906
2.5989031,2.4312854,672.9286739,3719.0,0.512361,4.76941,48.4615319
4.6955986,2.6626375,552.5039779,3719.0,0.512361,4.76941,22.0222982
7.1024749,1.9895244,481.3147406,3719.0,0.512361,4.76941,12.6834573
7.7103227,8.52513,1253.0,6617.0,1.2,4.42,410.215
3.4714821,13.2477,1585.0,6604.0,1.41,4.28,1049.57
5.8778295,11.2784,1174.0,5965.0,3.34,3.43,316.166
6.5479496,2.28629,878.0,4853.5,0.73,4.61,98.978
23.136755,9.05398,1102.0,7723.0,2.04,4.08,245.088
8.6243051,16.2074,2076.0,7944.0,1.47,4.39,3083.68
3.5171227,14.6605,1343.0,6386.0,2.16,3.88,541.267
2.231293,15.38,1391.0,6356.0,1.19,4.38,621.755
4.140097,16.9028,1056.0,5359.0,0.82,4.57,206.767
8.0136668,11.825,1036.0,5831.0,1.4,4.17,191.471
4.7359232,13.5752589,1186.425806,5370.0,2.7871499,3.72765,468.2559879
10.4453589,11.824,976.0,5961.0,1.19,4.32,150.959
6.6314176,10.0835,999.0,6044.0,1.75,4.0,165.896
3.8421028,13.2581,923.0,6247.0,1.32,4.28,120.549
1.109435,10.2843,1627.0,3613.0,0.49,4.75,1164.27
2.677573,14.0246,1817.0,6875.8,2.41,3.85,1812.44
3.3879742,19.4699,1702.0,6236.0,1.95,3.94,1395.05
8.044239,15.1761031,1902.1841748,9333.0,2.0411401,,3094.0780065
,10.8653,567.0,6336.8,1.48,4.2,17.2269
1.343636,18.3699,1973.0,6339.0,1.1,4.45,2519.68
2.2425137,6.01656,1495.0,6032.0,1.14,4.37,830.151
0.4131063,12.2118,904.0,3621.0,0.5,4.74,111.259
2.5784481,10.3952,971.0,5512.0,1.12,4.33,147.884
5.216581,8.2634,1064.0,5248.0,0.96,4.42,213.2
9.7216312,7.28362,1014.0,6702.0,1.7,4.13,176.156
6.9100016,15.2568,1799.0,8722.0,2.47,3.99,1742.51
3.4363074,14.7953,1133.0,5213.0,0.85,4.53,274.056
4.0331416,9.63078,463.0,3355.0,0.48,4.76,7.64407
39.4718663,16.3498,1015.0,10416.0,1.82,4.35,176.652
3.1162505,15.0692,1593.0,6244.0,1.42,4.22,1071.51
3.1471655,5.30134,2207.0,4869.0,0.79,4.54,3942.66
1.2541235,8.66923,829.0,3642.0,0.54,4.7,78.6048
5.8340292,12.1719,711.0,5698.0,1.06,4.4,42.4777
1.8859353,7.26339,1444.0,6556.9,1.57,4.18,721.952
4.9218915,20.0897,1817.0,6178.0,2.7,3.65,1810.88
8.9539287,8.74683,831.0,5943.0,1.17,4.34,79.5224
3.5529033,17.9469,1092.0,6389.0,1.41,4.24,236.183
3.1256662,,1714.0,4940.2,,,1434.05
9.866312,11.5656,1143.0,6209.0,1.64,4.08,283.77
4.6474314,16.1625,2204.0,6455.0,3.44,3.48,3924.24
4.2070367,16.5857,1316.0,6437.0,1.59,4.15,498.042
0.9136081,5.5813,2409.0,7126.0,1.5,4.29,5597.87
2.1350899,12.6797,1140.0,4894.0,0.8,4.53,280.388
4.2916798,13.1247,1420.0,6725.0,1.37,4.32,675.152
4.6107024,15.7213,1777.0,6391.0,2.18,3.87,1656.67
4.0833335,19.554,1597.0,6298.6,1.58,4.14,1082.21
2.8474853,12.7345,1119.0,5149.0,0.84,4.53,260.51
2.3107907,12.0547,1064.0,4767.0,0.86,4.46,213.379
7.1603723,14.5353,1163.0,5767.0,1.54,4.07,304.256
4.9613647,14.2376,1532.0,6592.0,1.72,4.1,916.634
4.5944948,14.2928,1264.0,5890.0,1.3,4.24,424.183
3.0679061,15.0074,1534.0,6632.0,1.7,4.12,921.092
4.7185893,12.5103,1664.0,6039.7,2.06,3.86,1274.32
1.6513066,9.54979,1086.0,5887.6,1.47,4.13,231.366
12.9589981,11.9733,775.0,5925.0,0.94,4.52,60.044
1.5057127,12.1483,482.0,4335.0,0.64,4.65,9.00759
0.493826,1.940277,2459.534554,6030.0,1.08524,4.41585,8648.339203
5.1404883,5.66149,824.0,5155.0,0.93,4.44,76.7777
8.9270275,4.54883,765.0,5492.0,0.85,4.56,56.8769
35.3712924,13.0539,391.0,6702.0,1.32,4.35,3.89814
1.7904917,11.4109,660.0,3425.0,0.46,4.78,31.6712
2.4810218,8.87122,715.0,3691.0,0.6,4.65,43.5124
2.8895991,18.732,1767.0,6451.9,1.51,4.19,1619.54
6.2663565,12.2751,749.0,6316.0,1.22,4.36,52.4199
1.1669652,12.7459,601.0,3452.0,0.48,4.76,21.7929
1.3940614,20.0134,1373.0,5402.0,0.98,4.43,591.468
15.8034785,14.6849,527.0,6039.2,1.49,4.14,12.8934
2.819817,22.75573,605.8873038,3601.0,0.441,4.81887,31.848458
16.9356875,3.59731,633.0,4758.0,0.71,4.62,26.8131
1.9647786,15.9566,696.0,3314.0,0.64,4.62,39.1755
3.3421583,16.3017,944.0,6022.0,1.46,4.15,132.245
4.8332515,14.6312,1528.0,6431.0,2.11,3.9,907.188
42.7305626,4.03815,499.0,5247.0,0.83,4.56,10.2931
3.9525732,,,4536.1,,,
17.7505864,4.72963,999.0,6967.0,1.38,4.34,165.508
3.9963956,3.52475,1451.0,5684.0,1.52,4.08,736.757
20.86399,3.8434,821.0,6153.0,1.2,4.35,75.5957
5.9867942,10.5818,1040.0,6336.4,1.37,4.26,194.213
14.066109,21.5662738,897.0581591,6157.0,1.47641,4.20407,153.0394528
20.3292125,14.2065,994.0,6500.6,1.37,4.32,162.179
30.5055627,5.65993,1074.0,6500.6,1.37,4.32,221.595
8.9965133,4.26079,991.0,6500.6,1.37,4.32,160.463
,5.18833,826.0,6500.6,1.37,4.32,77.417
5.0569708,5.09264,1227.0,5818.9,1.8,3.95,376.594
3.8388774,1.94873,1222.0,5745.0,1.01,4.44,370.484
,2.4364,775.0,4859.0,0.75,4.59,60.1386
9.5160627,17.807,610.0,4481.6,8.18,,23.0984
2.2377411,14.7763,2150.0,6148.0,2.46,3.72,3548.41
7.1487697,14.1861,2317.0,5706.0,2.35,3.7,4792.5
0.5223032,14.2556,2104.0,6285.0,1.72,4.06,3259.1
5.8311038,15.2747,1209.0,6390.0,2.29,3.83,354.772
4.7264391,14.0851,1321.0,6132.0,2.37,3.75,506.011
0.9655766,11.5845,2186.0,7542.0,1.92,4.11,3796.11
6.3989216,10.6347,1139.0,6243.0,1.59,4.12,280.377
15.2501659,9.87708,785.0,5796.0,1.44,4.14,63.3289
2.4013188,12.4643,919.0,4224.0,0.72,4.54,118.916
2.5183846,21.1354407,3359.5335853,10817.0,5.7888398,,30104.8834446
5.9029732,11.3389,1347.0,7142.0,1.18,4.49,547.695
4.1784844,15.7612,1602.0,6283.0,2.4,3.77,1094.98
1.9447712,13.5597,1265.0,5369.0,2.32,3.68,425.174
,10.6236,1039.0,5887.0,1.15,4.35,193.477
3.0076713,12.7756,1437.0,5704.0,1.22,4.27,708.388
3.6491012,11.0954,965.0,5628.0,1.4,4.14,144.518
0.9965843,6.86149,1488.0,3662.0,0.58,4.67,815.756
6.9349089,11.4838,906.0,5364.0,0.94,4.46,112.177
9.7884653,10.0684,873.0,5369.0,1.92,3.84,96.5028
6.9191027,11.0925,1281.0,5922.0,1.72,4.0,448.269
4.5016419,10.3672,1094.0,5713.2,1.89,3.89,237.971
5.0310168,17.1637,1121.0,5656.1,1.32,4.2,262.966
0.7784962,9.22083,1336.0,4949.2,2.19,,529.373
2.3927114,14.5439,1351.0,5967.0,1.17,4.34,553.561
2.5530138,13.9066,1745.0,6286.0,1.81,4.01,1540.79
18.8155978,14.443,681.0,5641.0,1.14,4.32,35.8015
3.6534344,20.7632,1512.0,6364.0,1.32,4.3,869.445
4.679209,14.7013,1619.0,6600.0,1.67,4.13,1141.48
3.1106751,13.4185,1522.0,5660.5,1.22,4.27,891.85
3.9779111,12.2764,914.0,5494.0,0.89,4.52,116.092
0.520403,21.8226,984.0,3112.0,0.4,4.83,155.949
9.7824078,5.19023,930.0,5749.0,0.98,4.47,124.326
10.3299557,16.2977,1007.0,6486.0,1.97,3.97,170.744
0.88501,6.77007,1865.0,5362.0,2.15,3.75,2010.85
3.4742682,12.8496,1328.0,6121.0,1.34,4.25,517.706
2.6607389,16.2086,1173.0,6090.2,1.27,4.28,315.217
4.9564809,10.077,810.0,5511.0,0.96,4.46,71.7847
4.0938735,20.6029,1430.0,5489.0,1.55,4.04,695.416
5.2434358,15.7628,997.0,6174.0,1.37,4.24,164.202
5.01345,9.1986,1138.0,5505.9,1.07,4.36,278.509
6.9603975,11.906,1161.0,5837.0,1.36,4.2,302.518
9.5315703,2.62547,696.0,5022.0,0.77,4.59,39.0679
13.026976,16.5308,903.0,5817.2,1.46,4.13,110.559
2.8140328,12.904,2356.0,7487.8,2.22,3.98,5118.7
8.2100724,15.5396,893.0,6427.0,1.96,3.97,105.793
1.6707289,17.2506,1149.0,5041.0,0.93,4.43,289.366
3.0043128,12.1874,781.0,6405.0,1.17,4.41,61.8402
12.6427441,10.8159,1128.0,5605.0,1.76,3.94,269.47
5.0037758,19.7788,1622.0,6442.0,2.09,3.91,1150.12
5.0358501,15.0966,2127.0,7455.0,2.57,3.85,3403.81
3.0199448,,,,,,
3.4053234,12.264,1431.0,6111.0,1.32,4.26,696.43
742.682809,9.50064,119.0,5931.0,0.98,4.49,0.0343651
3.7442969,8.95062,771.0,5114.0,0.92,4.45,58.7809
6.7392054,8.73795,405.0,4557.0,0.77,4.52,4.48575
2.2314165,11.7385,895.0,4956.1,0.75,4.59,106.977
8.9913818,10.912,1295.0,5863.0,1.88,3.92,467.293
6.8672313,2.31017,928.0,5564.0,0.91,4.51,123.542
12.9587054,2.49711,780.0,5564.0,0.91,4.51,61.6019
0.8219599,,1519.0,3866.3,,,884.027
4.0610981,2.57627,1165.0,6193.0,1.16,4.38,306.57
5.6494351,3.74551,1448.0,5764.0,2.95,,730.055
7.3120981,3.45268,771.0,5159.0,0.8,4.57,58.7812
7.4760689,14.1742091,1628.8901244,6680.0,2.3351099,4.20036,1663.7503613
2.9852193,17.0487122,1593.8024312,6116.0,1.48347,4.15621,1524.9617185
10.5789534,3.0009044,663.5380216,5164.0,0.765045,4.61221,45.8125278
0.2939493,0.9372852,1113.594144,3359.0,0.33188,4.89202,363.4366793
,5.6562862,292.3683615,6487.0,1.0,4.438,1.7268018
,9.531746,334.1617606,6534.0,2.2886801,3.84827,2.946782
735.797917,2.7674128,229.2824174,5972.63,1.24541,4.28725,0.6531366
,4.5545799,435.8924938,6477.0,1.56674,4.16898,8.5317587
,8.6506071,745.2922434,5952.0,1.19221,4.32279,72.9167674
718.652003,3.447372,245.2512392,6002.0,1.3949,4.1943,0.8549995
731.9966539,10.6774533,451.7617145,4722.0,0.756773,4.55866,9.8437073
0.7835688,11.8563,1791.0,5932.0,1.28,4.26,1710.79
18.90372,,,,,,
2.4667486,18.8159,1698.0,5960.0,2.22,3.78,1380.7
